yearday,skagit,snohomish,stillaguamish,columbia,puyallup,green,nisqually,deschutes,skagit_south,skokomish,duckabush,fraser,dosewallips,hamma,cedar,nooksack,samish
183,635.78,255.16,32.154,6538.8,100.17,20.964,21.183,1.5703,0,11.466,11.759,6054.2,11.759,11.759,11.197,120.3,3.5844
184,621.55,246.21,30.16,6281.6,101.87,20.94,21.688,1.5446,0,11.225,11.336,6014.2,11.336,11.336,11.402,115.77,2.7703
185,604.56,235.62,27.29,6029.1,99.982,20.582,20.145,1.5137,0,10.975,11.001,5964.2,11.001,11.001,11.178,111.29,2.3479
186,591.35,219.86,27.045,5974.9,95.735,20.579,18.819,1.4879,0,10.93,11.013,5908.3,11.013,11.013,10.878,105.57,2.1356
187,582.15,222.17,26.427,5787.5,91.676,20.301,18.576,1.4493,0,10.952,10.952,5867.5,10.952,10.952,10.593,107.96,2.0199
188,559.97,213.79,27.288,5901,90.472,19.864,18.302,1.4442,0,10.815,10.458,5821.7,10.458,10.458,10.227,103.24,2.0766
189,550.05,208.25,27.106,6027.2,88.986,18.897,17.998,1.524,0,10.904,10.439,5785,10.439,10.439,9.4791,108.71,2.0954
190,537.78,205.32,24.742,5945.1,86.838,18.007,17.759,1.4313,0,10.621,10.819,5765.8,10.819,10.819,8.8608,104.14,1.9421
191,551.94,203.88,23.708,5944.2,89.93,17.212,18.932,1.3772,0,10.529,10.966,5751.7,10.966,10.966,8.3794,105.5,1.8146
192,542.03,192.44,22.479,5908.8,88.49,17.007,18.453,1.3463,0,10.461,10.744,5685.8,10.744,10.744,8.0113,103.85,1.8288
193,553.12,185.57,24.775,5783.7,88.136,16.523,17.566,1.3154,0,10.345,10.48,5594.2,10.48,10.48,7.5488,103.55,1.7556
194,543.21,179.15,21.969,5691.5,84.927,16.093,16.931,1.2794,0,10.107,9.9085,5490,9.9085,9.9085,7.3647,98.731,1.6377
195,524.81,164.26,20.329,5748.8,81.364,15.544,16.811,1.2588,0,10.081,9.7528,5405,9.7528,9.7528,7.1429,95.05,1.5834
196,495.07,154.49,19.723,5728.5,80.915,15.069,17.018,1.2228,0,9.8212,9.2455,5330,9.2455,9.2455,7.2845,93.092,1.5527
197,485.4,153.05,19.652,5525.3,78.98,14.963,17.318,1.2151,0,9.6513,9.1581,5258.3,9.1581,9.1581,7.3435,90.071,1.5055
198,462.27,146.73,18.269,5408.5,80.16,14.3,17.821,1.1996,0,9.3422,8.6909,5191.7,8.6909,8.6909,7.1004,86.154,1.4371
199,447.95,140.43,17.49,5259.9,79.594,13.302,17.741,1.1893,0,9.1723,8.5352,5077.5,8.5352,8.5352,6.9707,84.455,1.3993
200,444.95,135.97,16.768,5063.3,76.054,12.507,16.664,1.1558,0,9.1534,8.3936,4953.3,8.3936,8.3936,6.8078,80.774,1.3616
201,445.64,131.89,16.761,5186.2,75.181,12.004,16.693,1.1481,0,9.6655,8.8561,4916.7,8.8561,8.8561,6.6899,80.609,1.3238
202,456.02,129.17,18.635,5207.2,76.408,11.631,16.679,1.1301,0,18.109,10.569,4960,10.569,10.569,6.6497,87.617,1.2979
203,456.59,128.63,17.509,5139,81.836,10.895,16.561,1.1275,0,12.101,8.9222,4944.2,8.9222,8.9222,6.5318,89.174,1.2625
204,453.54,126.81,16.7,4835.3,78.886,10.482,16.575,1.1095,0,10.116,8.2119,4874.2,8.2119,8.2119,6.7606,88.325,1.2743
205,436.41,118.88,14.982,4805.6,74.025,10.248,16.641,1.0786,0,9.4413,7.5158,4745,7.5158,7.5158,6.5766,80.915,1.2129
206,428.32,112.98,14.135,4923.4,74.049,9.8283,16.627,1.04,0,8.9977,7.1476,4668.3,7.1476,7.1476,6.435,76.408,1.1799
207,413.85,109.94,13.599,4844.5,70.556,9.4012,16.521,1.0168,0,8.7617,7.0013,4622.5,7.0013,7.0013,6.2533,75.252,1.1586
208,405.69,108.71,14.357,4879.9,73.954,9.2785,16.627,1.0091,0,8.6366,6.8716,4543.3,6.8716,6.8716,6.1023,74.804,1.2129
209,398.82,111.95,14.281,4931.1,72.704,9.1227,16.674,1.004,0,8.5092,6.737,4445,6.737,6.737,5.779,75.936,1.1704
210,387.3,105.88,13.613,4925.5,70.769,8.9033,17.641,0.98337,0,8.3464,6.5813,4338.3,6.5813,6.5813,5.3472,73.718,1.1539
211,394.26,102.46,13.427,4811.3,68.763,8.7782,18.385,0.9705,0,8.193,6.3123,4244.2,6.3123,6.3123,5.3094,70.769,1.1114
212,378.69,97.599,12.386,4627.7,64.232,8.5446,17.856,0.96277,0,8.0278,6.0055,4230,6.0055,6.0055,5.1277,66.804,1.0713
213,369.87,94.224,12.452,4687.4,61.731,8.3723,15.808,0.94475,0,8.0184,5.8805,4190,5.8805,5.8805,5.0451,64.539,1.0595
214,356.77,94.437,11.952,4521,64.444,8.4384,15.291,0.9396,0,7.9452,5.9017,4106.7,5.9017,5.9017,5.0192,64.586,1.0383
215,365.88,89.977,11.565,4320.7,61.448,8.3016,15.77,0.92673,0,7.8839,5.8852,4001.7,5.8852,5.8852,4.9743,64.374,1.0218
216,364.01,87.546,11.204,4430.2,60.716,8.2355,16.723,0.91644,0,7.8532,5.9725,3891.7,5.9725,5.9725,4.8115,63.949,1.0501
217,360.45,86.956,11.159,4441,62.273,8.1906,16.577,0.92673,0,7.8037,5.8286,3811.7,5.8286,5.8286,4.5826,62.981,1.017
218,351.7,85.658,10.973,4391.5,61.4,8.2544,16.487,0.91644,0,7.8508,6.015,3726.7,6.015,6.015,4.5968,61.495,1.0076
219,350.85,84.903,11.426,4332.5,61.212,8.2544,15.966,0.93703,0,8.1529,5.6586,3642.5,5.6586,5.6586,4.526,61.707,0.99581
220,337.16,82.19,10.72,4459.9,59.324,8.0609,13.875,0.90356,0,7.6526,5.1018,3561.7,5.1018,5.1018,4.5,57.578,0.98401
221,325.86,77.635,10.215,4323,57.955,7.9264,12.705,0.88297,0,7.4285,4.9672,3509.2,4.9672,4.9672,4.4103,56.091,0.96513
222,320.81,75.559,11.468,4325.4,57.389,7.7352,12.448,0.88555,0,7.3506,4.913,3454.2,4.913,4.913,4.4387,60.032,1.0218
223,315.31,74.686,10.343,4377.8,57.979,7.6951,12.502,0.87525,0,7.2373,4.651,3371.7,4.651,4.651,4.5118,55.643,0.96513
224,302.57,72.09,9.5192,4467,54.368,7.5913,12.83,0.88555,0,7.1193,4.5071,3297.5,4.5071,4.5071,4.5118,52.15,0.92738
225,299.14,70.556,9.2384,4396.2,56.256,7.5512,13.389,0.84178,0,7.0155,4.3773,3233.3,4.3773,4.3773,4.4363,51.324,0.92502
226,298.29,69.73,9.0331,4363.2,57.814,7.4756,13.375,0.81347,0,6.8574,4.1555,3176.7,4.1555,4.1555,4.4505,50.758,0.94625
227,295.27,69.376,9.5758,4330.1,55.407,7.5818,13.54,0.80574,0,6.8008,4.1437,3095.8,4.1437,4.1437,4.441,53.094,0.97929
228,288.48,68.409,9.269,4221.6,56.492,7.5252,13.613,0.81861,0,6.7158,4.0257,3005,4.0257,4.0257,4.3844,52.646,1.0477
229,287.16,65.789,8.8396,4287.6,54.958,7.4426,13.321,0.81604,0,6.6663,3.9596,2934.2,3.9596,3.9596,4.3962,51.112,0.94389
230,276.58,64.138,8.6461,4268.1,53.708,7.4898,13.097,0.80832,0,6.6804,3.929,2876.7,3.929,3.929,4.441,50.286,0.88962
231,272.55,63.029,8.7947,4274,51.961,7.5464,13.328,0.82119,0,6.6214,3.785,2830,3.785,3.785,4.7148,53.283,0.98401
232,272.79,66.261,11.846,4302,52.764,7.511,13.467,0.83663,0,6.9471,3.8393,2791.7,3.8393,3.8393,5.2599,54.439,0.97929
233,288.88,76.55,19.178,4081.6,54.935,7.7376,14.678,0.91129,0,10.406,5.2905,2753.3,5.2905,5.2905,5.6704,73.647,1.5905
234,323.47,83.865,19.836,4094.1,55.808,7.9405,14.779,1.2022,0,10.595,5.0947,2737.5,5.0947,5.0947,5.6539,85.776,1.607
235,289.66,78.131,13.333,4118,52.717,8.0373,14.767,1.0735,0,9.4272,4.4528,2700,4.4528,4.4528,5.1725,61.877,1.2223
236,271.87,76.29,12.445,4038.9,54.298,8.0514,14.687,0.95762,0,8.2378,4.1791,2666.7,4.1791,4.1791,5.4156,53.653,1.3238
237,307.24,101.96,25.301,4101.2,63.548,8.3889,15.546,1.336,0,8.3865,4.3018,2643.3,4.3018,4.3018,6.0669,73.787,2.8175
238,324.46,107.44,27.076,4202.7,66.214,8.1081,15.452,1.3257,0,8.4809,4.0705,2592.5,4.0705,4.0705,5.9229,65.841,2.0152
239,291.38,91.888,17.179,4214.5,59.961,8.8207,16.027,1.1764,0,7.8886,3.7307,2552.5,3.7307,3.7307,5.9749,56.707,1.5881
240,280.43,85.989,14.829,4214.5,59.206,8.8065,15.362,1.0451,0,7.5535,3.5844,2550,3.5844,3.5844,5.2339,54.958,1.4135
241,278.64,78.91,14.166,4046.9,56.917,8.8419,14.333,0.95762,0,7.3388,3.4358,2536.7,3.4358,3.4358,4.7997,59.631,1.3734
242,258.44,75.771,13.132,4167.3,54.51,8.7051,14.135,0.90871,0,7.1028,3.1974,2487.5,3.1974,3.1974,4.5401,62.415,1.3686
243,253.27,70.533,11.74,4067.5,52.032,8.6626,14.291,0.8804,0,6.9636,3.0087,2465,3.0087,3.0087,4.4552,53.118,1.2176
244,246.83,66.309,12.016,3751.5,48.233,8.7121,14.201,0.85208,0,6.8409,2.886,2441.7,2.886,2.886,4.4127,50.8,1.161
245,249.05,67.37,13.222,3553.1,48.847,8.7357,14.468,0.84436,0,6.7347,2.8293,2458.3,2.8293,2.8293,4.5024,49.672,1.1256
246,243.93,67.913,11.558,3558.7,43.412,8.5422,14.581,0.83921,0,6.6427,2.7515,2452.5,2.7515,2.7515,4.5779,46.794,1.0595
247,237.63,62.651,10.352,3507.7,42.381,8.3511,14.522,0.83149,0,6.52,2.7279,2434.2,2.7279,2.7279,4.526,42.452,1.0147
248,238.05,59.56,10.659,3245.8,44.08,8.3134,14.885,0.84178,0,6.4798,3.0299,2426.7,3.0299,3.0299,4.5401,43.82,0.99817
249,253.03,64.09,11.516,3162.5,43.844,8.2685,15.206,0.91386,0,6.8126,3.096,2410,3.096,3.096,4.5732,46.834,0.98401
250,242.91,73.341,10.145,3037.2,41.461,8.2024,16.372,0.86238,0,6.612,2.8034,2349.2,2.8034,2.8034,4.7714,41.93,0.96749
251,243.29,63.784,10.163,3066,40.116,7.957,16.45,0.83149,0,6.4846,2.6712,2328.3,2.6712,2.6712,4.8894,38.94,0.96041
252,246.73,70.179,11.506,3076.2,41.154,8.0821,16.301,0.84178,0,6.4468,2.6264,2304.2,2.6264,2.6264,4.9979,41.756,0.97693
253,254.95,76.526,13.804,3098.6,41.477,8.1435,16.341,0.82119,0,6.5931,2.5273,2255.8,2.5273,2.5273,5.1678,47.039,1.0666
254,272.01,93.516,19.55,3348.5,48.292,8.6036,16.693,0.95762,0,7.8508,2.8506,2234.2,2.8506,2.8506,5.7955,56.129,1.4253
255,263.16,84.007,12.566,3259.7,47.546,8.4431,16.332,0.90871,0,7.0084,2.5839,2218.3,2.5839,2.5839,5.9843,52.252,1.2365
256,260.3,69.636,11.537,3302.9,44.134,8.5871,16.374,0.87267,0,6.8173,2.6665,2192.5,2.6665,2.6665,5.9395,43.993,1.1327
257,257.09,92.384,15.265,3365,45.989,9.3682,16.726,1.0065,0,6.8645,2.6618,2151.7,2.6618,2.6618,5.8191,46.694,1.1067
258,250.82,88.679,16.466,3238.3,48.422,11.008,17.254,1.0812,0,7.2161,2.8458,2106.7,2.8458,2.8458,6.2557,46.463,1.1822
259,261.58,96.324,17.601,3417.1,44.896,12.228,16.891,1.2048,0,7.3246,2.6877,2075,2.6877,2.6877,6.7418,53.306,1.3191
260,258.67,94.012,24.702,3354.6,41.175,12.346,15.98,1.1275,0,7.5559,2.683,2036.7,2.683,2.683,6.6214,54.104,1.5952
261,261.79,87.617,19.274,3358.6,40.646,13.153,15.463,1.1764,0,7.4497,2.6972,1992.5,2.6972,2.6972,7.0674,52.049,1.522
262,254.73,84.927,17.877,3226.2,43.268,12.266,14.623,1.3669,0,7.3836,2.5674,1950.8,2.5674,2.5674,7.1642,49.09,1.4111
263,243.55,83.134,15.914,3320.2,42.001,12.15,14.77,1.2022,0,6.9518,2.4801,1922.5,2.4801,2.4801,7.4025,43.79,1.3049
264,237.65,80.373,13.052,3415,41.534,12.247,15.116,1.058,0,6.6025,2.3645,1950.8,2.3645,2.3645,7.688,40.977,1.2035
265,229.79,72.232,11.518,3584.7,36.328,11.593,14.64,0.96277,0,6.3595,2.2488,1985,2.2488,2.2488,8.1977,38.761,1.1232
266,219.29,67.724,10.461,3446.4,35.498,11.681,14.18,0.90614,0,6.1589,2.178,1939.2,2.178,2.178,8.2874,38.183,1.1586
267,212.59,63.619,9.8448,3453.7,32.84,11.565,14.288,0.86753,0,6.0598,2.1686,1900,2.1686,2.1686,8.1977,35.641,1.1091
268,203.48,63.996,10.532,3391.7,41.012,11.914,14.173,0.8598,0,6.1495,2.3031,1885.8,2.3031,2.3031,8.0821,34.773,1.0808
269,214.41,66.545,11.749,3459.1,38.763,12.16,14.394,0.86495,0,6.4326,2.1568,1870.8,2.1568,2.1568,7.9004,36.477,1.0878
270,205.53,63.241,10.005,3401.3,38.947,12.45,14.838,0.83663,0,6.0976,2.0459,1856.7,2.0459,2.0459,7.891,33.735,1.0194
271,204.64,60.622,10.933,3270.1,41.366,12.601,14.862,0.82376,0,5.9867,2.0553,1835.8,2.0553,2.0553,7.9169,34.119,1.0713
272,234.13,108.17,19.305,3185.6,59.463,14.866,16.301,0.84951,0,8.2142,2.9072,1839.2,2.9072,2.9072,8.4644,57.478,1.3828
273,238.43,128.51,31.646,3314.5,54.994,18.852,18.571,0.96535,0,8.9316,2.9261,1819.2,2.9261,2.9261,8.193,65.091,1.5385
274,257.19,158.48,31.502,3364.3,59.657,18.458,20.157,1.0194,0,8.4738,2.7208,1800.8,2.7208,2.7208,8.5706,57.169,1.4512
275,248.32,148.81,25.742,3249.6,55.765,16.657,19.553,1.2614,0,8.3204,2.5226,1771.7,2.5226,2.5226,8.8089,57.087,1.4276
276,227.83,120.11,20.69,3328.9,48.988,16.129,19.414,1.1919,0,8.1954,3.1007,1730.8,3.1007,3.1007,8.5776,48.391,1.6778
277,212.54,98.637,16.202,3450.6,46.982,14.772,18.85,1.076,0,13.038,4.323,1754.2,4.323,4.323,8.6461,42.305,1.4064
278,215.73,87.475,19.893,3389.3,45.283,13.705,18.588,1.0966,0,9.8354,3.0653,1710,3.0653,3.0653,9.0166,40.359,1.2955
279,216.34,94.413,26.384,3264.5,46.454,13.42,18.54,0.99624,0,9.984,3.28,1672.5,3.28,3.28,9.6419,44.701,1.4088
280,276.77,146.85,45.604,3410.8,47.952,13.528,18.51,1.0863,0,14.161,4.3702,1600.8,4.3702,4.3702,11.077,74.058,1.7061
281,277.65,155.65,27.073,3529.7,48.677,14.132,18.776,1.2382,0,11.787,4.0352,1572.4,4.0352,4.0352,11.35,58.078,1.5834
282,245.51,123.67,27.106,3766.8,44.795,13.793,19.171,1.403,0,11.645,4.0682,1675.1,4.0682,4.0682,11.398,56.851,2.2535
283,237.08,129.41,24.815,3707.1,40.783,13.387,18.835,1.3695,0,11.357,3.4499,1748.3,3.4499,3.4499,11.636,54.897,2.1969
284,232.84,118.22,23.461,3649.1,40.703,12.816,18.576,1.3747,0,14.411,6.52,1702.1,6.52,6.52,11.718,48.325,1.9019
285,259.5,138.4,31.137,3648.2,46.027,12.879,18.713,1.524,0,14.385,5.4062,1681.7,5.4062,5.4062,11.532,67.163,2.1214
286,262.47,135.9,29.643,3482.5,44.859,12.993,19.425,1.2434,0,12.549,5.661,1668.2,5.661,5.661,11.593,57.327,1.8831
287,250.49,135.12,25.537,3542,42.801,13.564,19.152,1.4371,0,11.657,5.0097,1646.7,5.0097,5.0097,11.664,55.905,1.8713
288,245.63,130,27.819,3589.2,40.108,14.392,19.022,1.5739,0,28.692,12.318,1760,12.318,12.318,11.799,52.832,1.8925
289,393.3,167.87,98.71,3595.5,45.71,17.252,18.543,1.5503,0,58.433,18.538,1890,18.538,18.538,12.266,128.42,5.2339
290,482.05,183.16,50.586,3414.3,55.728,18.014,21.431,2.3196,0,36.076,10.218,1851,10.218,10.218,12.608,180.09,5.3118
291,379.33,184.25,55.881,3607.8,55.551,19.246,21.028,2.5886,0,32.373,9.8307,1803.2,9.8307,9.8307,12.41,125.99,5.0262
292,414.46,227.34,80.165,3447.3,60.173,20.879,20.601,2.9284,0,69.173,20.287,1845.2,20.287,20.287,13.203,129.5,4.8752
293,506.14,316.51,95.65,3712.1,68.078,24.324,20.638,3.8133,0,62.203,15.013,1920.4,15.013,15.013,15.596,146.09,5.7365
294,573.3,280.22,63.274,3893.6,60.645,24.301,20.206,2.886,0,41.454,8.6201,1936.2,8.6201,8.6201,13.849,145.36,5.3566
295,491.91,258.67,63.038,3940.8,57.063,23.168,19.432,2.4211,0,31.484,7.5276,1911.2,7.5276,7.5276,13.269,121.11,4.9814
296,431.64,263.89,51.902,3858.2,58.177,23.678,19.614,2.1686,0,20.723,6.14,1855.8,6.14,6.14,13.288,109.75,4.6558
297,381.17,223.7,47.785,3929,52.03,22.295,18.935,1.9232,0,18.201,5.2079,1834.2,5.2079,5.2079,12.705,88.261,4.6015
298,371.89,224.98,50.576,3895.5,57.342,22.79,20.011,1.9373,0,16.565,5.2197,1883.4,5.2197,5.2197,13.035,87.943,4.7006
299,392.4,222,46.52,3799.2,57.5,23.571,20.711,2.0317,0,16.473,5.5997,1970.6,5.5997,5.5997,13.179,94.215,5.359
300,361.39,194.61,46.355,3756.7,49.444,22.255,20.211,1.9963,0,19.154,7.7942,1978.8,7.7942,7.7942,12.516,80.904,5.359
301,374.07,225.1,46.036,3858.2,51.23,21.065,20.744,2.204,0,18.88,7.3246,1915.4,7.3246,7.3246,12.323,86.999,4.7124
302,367.41,215.7,48.247,3886.5,59.98,19.272,20.936,1.9161,0,21.035,8.8585,1876.2,8.8585,8.8585,12.101,85.968,4.1838
303,450.5,256.88,81.446,3954.9,68.121,22.153,21.903,3.0606,0,35.545,12.613,1904.2,12.613,12.613,12.778,138.88,5.3896
304,453.73,258.77,56.629,4162.6,59.581,27.996,23.569,3.5868,0,25.207,7.8154,1906.7,7.8154,7.8154,13.042,109.73,6.2226
305,395.89,223.87,46.838,4186.2,53.129,30.745,23.281,3.0747,0,21.396,6.9636,1840,6.9636,6.9636,13.014,88.577,5.3967
306,414.46,261.29,68.373,4160.2,58.717,28.94,23.201,3.3626,0,33.395,11.249,1805.8,11.249,11.249,13.705,107.52,6.409
307,479.45,291.17,63.89,4044.6,65.766,27.505,26.195,4.8021,0,41.258,11.055,1787.5,11.055,11.055,14.052,123.67,5.7814
308,497.15,280.22,58.569,4103.6,65.235,27.935,25.745,5.097,0,37.437,11.381,1758.5,11.381,11.381,14.692,123.45,5.6775
309,531.67,336.64,106.49,4433.9,94.821,34.867,27.949,7.9028,0,80.42,21.601,1791.2,21.601,21.601,18.236,143.14,8.6366
310,659.24,453.87,88.268,4799.7,139.66,46.423,45.569,13.047,0,75.396,16.339,1794.7,16.339,16.339,25.471,176.74,8.7924
311,729.75,511.52,89.37,5021.5,111.79,50.13,43.941,7.4521,0,76.795,17.059,1785.8,17.059,17.059,27.446,167.45,9.1747
312,663.77,394.76,65.511,5087.6,96.601,56.867,34.436,5.4746,0,78.111,21.568,1744.2,21.568,21.568,27.364,143.71,8.0207
313,542.08,316.72,72.696,5092.3,88.113,51.124,35.807,7.7258,0,76.955,18.238,1762.5,18.238,18.238,29.152,140.5,8.193
314,530.07,337.18,87.471,4910.6,88.54,46.742,37.548,8.1151,0,63.775,19.789,1728.3,19.789,19.789,27.989,138.4,10.777
315,564.73,371.89,100.52,4816.2,98.243,48.469,41.546,12.728,0,88.745,23.085,1794.2,23.085,23.085,27.861,150.4,9.5168
316,725.62,496.25,134.22,5023.9,155.62,63.224,52.547,15.039,0,128.96,26.245,1903.3,26.245,26.245,29.381,192.48,15.14
317,803.28,635.17,122.9,5113.6,173.39,82.003,60.518,14.482,0,102.58,23.727,1900,23.727,23.727,33.803,210.89,13.597
318,750.04,554.59,109.65,5094.7,130.09,76.548,49.616,9.3705,0,120.51,34.778,1849.2,34.778,34.778,28.628,184.84,10.442
319,822.2,520.18,126.74,5179.6,120.14,62.391,43.698,9.9935,0,122.94,32.149,1937.5,32.149,32.149,25.7,213.16,10.6
320,786.74,469.47,115.47,5172.5,105.88,55.126,41.043,11.7,0,58.927,24.265,1874.2,24.265,24.265,25.115,206.05,11.756
321,691.87,450.99,106.56,5160.7,94.389,54.467,36.949,9.2643,0,88.184,23.755,1819.2,23.755,23.755,26.148,171.55,13.84
322,693.53,491.53,128.66,5172.5,95.192,51.6,37.189,10.548,0,101.71,31.422,1855,31.422,31.422,26.715,195.53,17.217
323,749.45,476.48,120.12,5210.3,96.627,48.325,40.436,13.125,0,98.077,36.213,1879.2,36.213,36.213,26.07,233.78,13.609
324,704.15,453.28,108.46,5276.4,104.77,47.702,42.822,15.26,0,110.16,25.53,1805.8,25.53,25.53,28.227,196.9,12.07
325,608.22,392.45,79.195,5432.1,94.649,46.869,44.316,14.472,0,77.398,18.972,1745.8,18.972,18.972,28.39,157.02,10.378
326,549.13,359.91,72.569,5705.8,89.977,45.531,41.706,12.372,0,53.197,15.18,1698.3,15.18,15.18,28.428,142.6,10.251
327,512.25,329.77,72.46,5564.3,90.071,46.746,41.107,11.565,0,60.369,16.086,1665.8,16.086,16.086,26.224,133.82,10.001
328,538.11,403.52,106.26,5727.1,130.4,55.496,54.89,18.649,0,79.362,18.63,1622.6,18.63,18.63,30.353,153.57,15.126
329,668.77,509.66,150.2,5948.9,167.33,71.193,61.613,21.179,0,80.806,19.352,1593.7,19.352,19.352,32.8,230.69,25.086
330,605.77,429.73,72.645,6104.6,135.72,70.636,53.332,12.252,0,46.952,13.406,1494.8,13.406,13.406,28.97,192.72,16.433
331,522.52,360.76,67.533,6012.6,107.25,62.101,46.879,9.9015,0,55.131,13.472,1424,13.472,13.472,28.02,138.78,12.386
332,497.31,362.27,74.379,6111.7,110.41,58.392,46.9,11.445,0,62.266,13.033,1363.8,13.033,13.033,27.34,144.06,12.757
333,458.61,340.72,66.429,6026.8,103.72,55.987,42.673,9.7127,0,43.143,11.888,1334.5,11.888,11.888,26.311,137.12,11.855
334,454.13,319.84,63.866,5934.7,97.28,46.999,40.042,11.06,0,51.848,12.155,1273.8,12.155,12.155,26.162,134.55,12.308
335,463.83,329.02,76.623,6022,97.764,43.459,48.344,17.082,0,69.938,12.787,1219.9,12.787,12.787,27.491,134.58,12.462
336,476.05,365.57,87.464,6286.3,109.26,47.551,62.434,21.4,0,97.88,25.603,1191,25.603,25.603,31.359,136.44,11.341
337,546.28,410.24,77.027,6446.8,112.58,51.072,61.917,17.691,0,83.209,19.888,1221,19.888,19.888,29.848,151.71,10.012
338,530.07,347.47,61.15,6394.9,104.02,48.188,51.919,10.996,0,62.625,14.76,1189.5,14.76,14.76,27.76,133.75,9.649
339,459.98,308.04,62.993,6479.8,91.197,43.313,49.757,10.045,0,60.928,14.871,1134.2,14.871,14.871,26.649,123.04,10.968
340,431.19,280.74,53.719,6305.2,83.185,39.721,47.214,9.085,0,44.162,10.602,1090,10.602,10.602,24.968,109.61,9.7717
341,408.14,253.25,49.385,6208.5,79.931,37.525,45.408,7.8296,0,37.959,9.5404,1072.2,9.5404,9.5404,25.058,100.43,9.5923
342,404.32,251.22,51.4,6227.3,78.936,35.915,46.742,8.429,0,42.442,9.7811,1059.6,9.7811,9.7811,24.664,101.42,9.4295
343,390.65,238.81,50.678,6234.4,78.327,34.327,46.409,7.9146,0,39.988,10.329,1034.7,10.329,10.329,22.517,94.696,9.0708
344,419.4,303.11,96.162,6140,86.041,39.002,46.319,10.145,0,81.923,19.565,1071.6,19.565,19.565,23.43,110.32,11.324
345,562.09,450.97,137.53,6222.6,111.24,55.704,52.471,17.146,0,134.77,29.199,1159.3,29.199,29.199,26.943,171.67,13.498
346,604.28,468.86,139.84,6326.5,125.94,66.571,62.58,21.559,0,128.26,29.61,1144.8,29.61,29.61,28.352,185.59,15.742
347,591.4,452.43,102.92,6602.5,135.57,77.727,76.12,21.62,0,105.68,24.414,1149.8,24.414,24.414,29.483,189.42,18.227
348,578.49,448.04,140.45,7010.8,140.57,77.52,92.228,22.413,0,138.52,28.709,1106.2,28.709,28.709,30.051,188.52,19.418
349,586.63,477.47,124.69,7166.5,136.9,72.951,84.212,20.674,0,134.65,29.185,1097.1,29.185,29.185,31.323,201.59,18.578
350,572.83,467.35,108.75,7470.9,129.98,64.982,77.647,19.94,0,104.25,21.908,1088,21.908,21.908,31.295,186.61,15.57
351,518.43,410.67,89.366,7449.7,113.98,60.388,66.92,15.055,0,80.148,16.823,1040.2,16.823,16.823,29.884,165.25,16.405
352,469.87,347.31,68.857,7138.2,101.63,53.566,59.805,12.684,0,54.921,13.67,1000,13.67,13.67,29.978,134.43,13.642
353,428.32,314.65,65.185,6869.2,92.124,47.022,55.942,11.086,0,52.517,17.939,1008.8,17.939,17.939,29.053,120.21,11.223
354,449.01,310.71,77.168,6718.2,91.77,42.565,51.994,10.838,0,58.554,23.857,1007.5,23.857,23.857,27.267,137.24,9.7882
355,453.19,291.71,67.319,6772.4,91.039,38.336,47.468,11.254,0,75.629,20.874,991.67,20.874,20.874,26.79,129.22,9.0048
356,432.52,279.53,62.946,6734.7,94.012,38.959,46.036,10.841,0,61.075,15.598,984.33,15.598,15.598,26.71,116.88,8.6956
357,430.01,311.67,75.523,6704,101.7,44.771,47.785,11.676,0,82.928,19.284,990,19.284,19.284,28.093,115.16,8.5776
358,452.5,312.76,74.629,6496.4,104.51,45.097,48.922,12.389,0,97.502,22.219,1025.7,22.219,22.219,28.064,132.22,10.05
359,420.62,298.74,69.733,6272.2,100.03,42.657,47.039,12.339,0,82.553,18.441,994.33,18.441,18.441,28.05,126.74,10.973
360,413.8,280.22,66.061,5996.1,97.245,43.879,50.996,14.557,0,73.952,15.761,962.17,15.761,15.761,27.618,123.89,11.237
361,430.32,302.05,74.403,6479.8,128.09,51.015,71.745,18.514,0,73.23,15.419,957.17,15.419,15.419,28.782,132.88,12.95
362,432.92,339.12,91.015,7076.9,127.9,58.746,72.845,14.576,0,65.152,15.027,947.58,15.027,15.027,28.73,129.57,13.637
363,451.8,345.68,67.441,7310.5,126.58,60.449,68.652,13.252,0,59.97,12.948,941.42,12.948,12.948,28.326,132.9,12.077
364,415.71,296.85,58.12,7338.8,114.35,56.058,56.322,11.766,0,53.809,11.917,919.5,11.917,11.917,27.989,113.01,10.303
365,303.46,229.65,40.871,5880.5,70.603,35.085,24.447,6.3147,0,25.457,6.4374,1060.3,6.4374,6.4374,17.151,77.588,9.354
366,303.46,229.65,40.871,5880.5,70.603,35.085,24.447,6.3147,0,25.457,6.4374,1060.3,6.4374,6.4374,17.151,77.588,9.354
